#Section 1
0		o	0	
1		yek	ye	1
2		do	doo	too	2
3		se	se'	3	
4		chahar	char	cha	for	4
@		at	@
30		si	si'	30
ok		ok	okey	#start
cd		si'di	cd	#start
copy		kopy	copy	#start
address		aadres	address	#start
power		paawer	power	#start
bye		baay	bye	#wholeword
computer		kaampiyoter	computer	#start
idea		ideh	idea	#start
project		projeh	project	#start
site		sayt	site	#start
free		aazaad	firi	free	#start
email		imeil	email	#start
mail		meil	imeil	mail	#start
technical		teknikal	fanni	technical	#start
page		safhe	peyj	page	#start
ip		aay'pi	ip	#start
type		taayp	type	#start
change		cheng	taqyeer	change	#start
check		chek	check	#start
star		estaar	setareh	star	#start
dialup		dayal'aap	dialup	#start
research		tahqiq	reserch	research	#start
tv		telvizion	ti'vi	tv	#start
good		good	khoob	#start
persian		pershyan	farsi	persian	#start
tool		tool	abzar	#start
toefl		taafel	toefl	#start
memory		memory	hafeze	#start
RAM		RAM	hafeze	#start
CPU		si'pi'yoo	CPU	#start
title		taaytel	onvan	title	#start
contact		kaantakt	contact	#start
dg		dige	dg	#wholeword
january		jaanvye	january	#wholeword
february		fevrye	february	#wholeword
march		maars	march	#wholeword
april		aavril	april	#wholeword
may		meh	may	#wholeword
june		jooan	june	#wholeword
july		joolay	july	#wholeword
august		aagost	august	#wholeword
september	septaambr	september	#wholeword
october		oktobr	october	#wholeword
november		novaambr	november	#wholeword
december		desaambr	december	#wholeword
sms	es'em'es	payamak	sms	#start
ADSL	ey'di'es'el	ADSL	#start
facebook	feysbook	facebook	#start
music	moozik	music	#start
weblog	weblag	weblog	#start
download	danlod	download	#start
online	aanlayn	online	#start
bug	baag	bug	#wholeword
ine	ine	ayne	ayn	#end
ile	ile	ayle	ayl	#end
plz	lotfan	pleez	plz	#wholeword
save	seyv	save	#start
mosahebee	مصاحبه	مصاحب	#exact
mosahebeh	مصاحبه	#exact
mosahebehaye	مصاحبه‌های	#exact
mosahebeye	مصاحبه‌ی	مصاحبه	#exact
mosallaman	مسلما	#exact
mosalman	مسلمان	#exact
mosbate	مثبت	#exact
moshakhasat	مشخصات	#exact
moshaver	مشاور	#exact
moshkel	مشکل	#exact
moshkelat	مشکلات	#exact
moshkeleh	مشکله	مشکل	#exact
moshkelesh	مشکلش	#exact
mosht	مشت	#exact
moshtarak	مشترک	#exact
mosicio	موزیکیو	#exact
mostanad	مستند	#exact
motade	معتاد	معتاده	#exact
motaghedam	معتقدم	#exact
motale'	مطالعه	#exact
motalee	مطالعه	#exact
motamaenam	مطمئنم	#exact
motasefane	متاسفانه	#exact
mote'ajeb	متعجب	#exact
moteasefane	متاسفانه	#exact
moteghaed	متقاعد	#exact
motenaferam	متنفرم	#exact
motevajeh	متوجه	#exact
motlaghe	مطلقه	مطلق	#exact
motmaen	مطمئن	#exact
motmaenam	مطمئنم	#exact
motmaenan	مطمئنا	#exact
motorola	موتورولا	motorola	#exact
motshaker	متشکر	#exact
movaafegham	موافقم	#exact
movafagh	موفق	#exact
movafagheyat	موفقیت	#exact
movafegh	موافق	#exact
movafeghatesho	موافقتشو	#exact
movazeb	مواظب	#exact
movazebe	مواظب	#exact
moz	موز	#exact
mozahem	مزاحم	#exact
mozakhraf	مزخرف	#exact
mozer	مضر	#exact
mozoe	موضوع	#exact
mp3	ام.پی.3	MP3	#exact
much	موچ	ماچ	#exact
muche	ماچ	ماچه	#exact
multi-core	مولتی-کر	#exact
music	موزیک	موسیقی	music	#exact
music	موزیک	#exact
mutli-core	موتلی-کر	چند هسته‌ای	multi-core	#exact
my	مای	می	my	#exact
myad	میاد	#exact
myaneye	میانه‌ی	#exact
na	نه	#exact
na're	نعره	نره	#exact
nabab	ناباب	#exact
nabash	نباش	#exact
nabashe	نباشه	#exact
nabastam	نبستم	#exact
nabavari	ناباوری	#exact
nabayad	نباید	#exact
nabeghe	نابغه	#exact
nabinam	نبینم	#exact
nabood	نبود	#exact
naboodam	نبودم	#exact
naboodim	نبودیم	#exact
nabud	نابود	نبود	#exact
nachar	ناچار	#exact
nadaarand	ندارند	#exact
nadad	نداد	#exact
nadadam	ندادم	#exact
nadadd	نداد	#exact
nadadi	ندادی	#exact
nadaram	ندارم	#exact
nadare	نداره	#exact
nadari	نداری	#exact
nadasht	نداشت	#exact
nadashtam	نداشتم	#exact
nadashtan	نداشتن	#exact
nadashte	نداشته	#exact
nadashti	نداشتی	#exact
nadid	ندید	#exact
nadidam	ندیدم	#exact
nadidand	ندیدند	#exact
nadide	ندیده	#exact
nadin	ندین	#exact
nadoone	ندونه	#exact
nadshte	نداشته	#exact
nafar	نفر	#exact
nafare	نفر	#exact
nafari	نفری	#exact
nafaro	نفرو	#exact
nafs	نفس	#exact
nagereft	نگرفت	#exact
nagereftam	نگرفتم	#exact
naghafel	ناغافل	#exact
naghes	ناقص	#exact
naghsh	نقش	#exact
naghshehaye	نقشه‌های	#exact
naghsho	نقشو	#exact
nagi	نگی	#exact
nagire	نگیره	نگیر	#exact
nagoftam	نگفتم	#exact
nagoftia	نگفتیا	#exact
nagonjid	نگنجید	#exact
nahaee	نهایی	نهائی	#exact
nahaii	نهایی	#exact
nahar	ناهار	#exact
nahayat	نهایت	#exact
nahofte	نهفته	#exact
nahv	نحو	#exact
nakard	نکرد	#exact
nakardam	نکردم	#exact
nakardan	نکردن	#exact
nakardd	نکرد	#exact
nakarde	نکرده	#exact
nakardeh	نکرده	#exact
nakardim	نکردیم	#exact
nakh	نخ	#exact
nakhaham	نخواهم	#exact
nakhordam	نخوردم	#exact
nakhorde	نخورده	نخورد	#exact
nakhore	نخوره	#exact
nakon	نکن	#exact
nakonam	نکنم	#exact
nakone	نکنه	#exact
nakoneh	نکنه	#exact
nakoni	نکنی	#exact
nakonid	نکنید	#exact
nakoon	نکون	#exact
namade	نماد	نمد	#exact
namak	نمک	#exact
namardie	نامردیه	#exact
name	نام	نامه	#exact
namidoonam	نمی‌دونم	نمیدونم	#exact
namikhore	نمی‌خوره	نمیخوره	#exact
namikonam	نمی‌کنم	نمیکنم	#exact
namishe	نمی‌شه	نمیشه	#exact
namizare	نمی‌ذاره	نمیذاره	#exact
nane	ننه	#exact
naneveshtam	ننوشتم	#exact
naoomade	نیومده	#exact
naraftam	نرفتم	#exact
narahat	ناراحت	#exact
narahati	ناراحتی	#exact
naraheteton	ناراحت‌تون	#exact
naram	نرم	#exact
narm	نرم	#exact
narmafzari	نرم‌افزاری	#exact
naro	نرو	#exact
nasb	نصب	#exact
nasbesh	نصبش	#exact
nashe	نشه	#exact
nashnase	نشناس	نشناسه	#exact
nashod	نشد	#exact
nashodam	نشدم	#exact
nashodam	نشدم	#exact
nashode	نشده	#exact
nashodim	نشدیم	#exact
nasibeshoon	نصیبشون	#exact
nasim	نسیم	#exact
nasl	نسل	#exact
natars	نترس	#exact
natarse	نترسه	#exact
natije	نتیجه	#exact
natoonestam	نتونستم	#exact
navaar	نوار	#exact
navazesh	نوازش	#exact
navazeshesho	نوازششو	#exact
nayad	نیاد	#exact
nazan	نزن	#exact
nazar	نظر	#exact
nazaram	نظرم	#exact
nazaram	نظرم	#exact
nazaramo	نظرمو	#exact
nazaratetoon	نظراتتون	نذراتتون	#exact
nazare	نظر	#exact
nazdik	نزدیک	#exact
nazdike	نزدیکه	نزدیک	#exact
nazli	نازلی	#exact
neda	ندا	#exact
nedaye	ندای	#exact
negah	نگاه	#exact
negaham	نگاهم	#exact
negahe	نگاه	#exact
negahesh	نگاهش	نگهش	#exact
negahi	نگاهی	#exact
negaran	نگران	#exact
negarane	نگران	#exact
negaranie	نگرانی	نگرانیه	#exact
negare	نگار	نگاره	#exact
negat	نگات	#exact
nejat	نجات	#exact
nekoi	نکوی	نکویی	#exact
nemi2nam	نمی‌تونم	#exact
nemiaram	نمیارم	#exact
nemiay	نمیای	#exact
nemibandan	نمی‌بندن	نمیبندن	#exact
nemibine	نمیبینه	#exact
nemibinim	نمی‌بینیم	#exact
nemidaadam	نمیدادم	#exact
nemidadan	نمیدادن	#exact
nemidam	نمی‌دم	نمیدم	#exact
nemide	نمی‌ده	نمیده	#exact
nemidi	نمیدی	#exact
nemidonam	نمی‌دونم	#exact
nemidone	نمیدونه	#exact
nemidonestam	نمیدونستم	#exact
nemidonid	نمی‌دونید	#exact
nemidoonam	نمی‌دونم	نمیدونم	#exact
nemidoonestam	نمیدونستم	#exact
nemidunam	نمیدونم	نمی‌دونم	#exact
nemidune	نمی‌دونه	نمیدونه	#exact
nemidunestam	نمی‌دونستم	نمیدونستم	#exact
nemifahmam	نمی‌فهمم	نمیفهمم	#exact
nemigam	نمی‌گم	#exact
nemigardad	نمیگردد	#exact
nemigiram	نمی‌گیرم	نمیگیرم	#exact
nemigonji	نمی‌گنجی	نمیگنجی	#exact
nemigozarad	نمی‌گذارد	#exact
nemigozasht	نمی‌گذشت	نمیگذشت	نمی‌گذاشت	نمی‌گذشت	#exact
nemigzare	نمی‌گذره	نمیگذره	#exact
nemijavabi	نمیجوابی	#exact
nemikardam	نمیکردم	نمی‌کردم	#exact
nemikhone	نمی‌خونه	نمیخونه	#exact
nemikhoreh	نمی‌خوره	نمیخوره	#exact
nemikonam	نمی‌کنم	نمیکنم	#exact
nemikone	نمی‌کنه	#exact
nemikoneh	نمی‌کنه	#exact
nemikoni	نمی‌کنی	نمیکنی	#exact
nemimoone	نمی‌مونه	نمیمونه	#exact
nemire	نمیره	#exact
nemirese	نمیرسه	#exact
nemirese	نمیرسه	#exact
nemishe	نمی‌شه	نمیشه	#exact
nemisheh	نمیشه	#exact
nemishi	نمیشی	#exact
nemishin	نمیشین	#exact
nemishnave	نمیشنوه	#exact
nemishod	نمی‌شد	نمیشد	#exact
nemitarsam	نمی‌ترسم	نمیترسم	#exact
nemitone	نمیتونه	#exact
nemitonid	نمیتونید	#exact
nemitoonam	نمیتونم	#exact
nemitoone	نمیتونه	#exact
nemitoonestam	نمیتونستم	#exact
nemitunam	نمیتونم	نمی‌تونم	#exact
nemiyad	نمیاد	#exact
nemizadam	نمی‌زدم	نمیزدم	#exact
nemizanam	نمی‌زنم	نمیزنم	#exact
nemizare	نمیذاره	نمیزاره	#exact
nesbat	نسبت	#exact
nesf	نصف	#exact
nesfi	نصفی	#exact
neshast	نشست	#exact
neshastan	نشستن	#exact
neshaste	نشسته	#exact
neshestam	نشستم	#exact
nesheste	نشسته	#exact
neshon	نشون	#exact
neshonie	نشونه‌ای	نشونه‌یی	#exact
neshoon	نشون	#exact
neshoonei	نشونه‌ای	#exact
neshooneye	نشونه‌ی	نشانه‌ی	#exact
net	نت	شبکه	net	#exact
network	نتورک	شبکه	network	#exact
neveshtam	نوشتم	#exact
neveshtan	نوشتن	#exact
neveshtand	نوشتند	#exact
neveshte	نوشته	#exact
neveshteh	نوشته	#exact
neveshteha	نوشته‌ها	نوشتها	#exact
neveshtehaaye	نوشته‌های	#exact
neveshteye	نوشته‌ی	#exact
nevisande	نویسنده	#exact
new	نیو	جدید	new	#exact
next	نکست	بعد	next	#exact
niaz	نیاز	#exact
nice	نایس	دلپسند	nice	#exact
night	نایت	شب	night	#exact
nim	نیم	#exact
nima	نیما	#exact
nimam	نیمام	#exact
nina	نینا	#exact
niroogah	نیروگاه	#exact
nis	نیس	#exact
nist	نیست	#exact
nistaa	نیستا	#exact
nistam	نیستم	#exact
nistama	نیستما	#exact
nistand	نیستند	#exact
nisti	نیستی	#exact
nistid	نیستید	#exact
nistim	نیستیم	#exact
nisty	نیستی	#exact
niyayesh	نیایش	#exact
no	نو	#exact
nobel	نوبل	#exact
noboogh	نبوغ	#exact
noe	نوع	#exact
nokaretam	نوکرتم	#exact
nokhod	نخود	#exact
nokia	نوکیا	nokia	#exact
nomre	نمره	#exact
noon	نون	#exact
noone	نون	نونه	#exact
noono	نون‌و	#exact
noorani	نورانی	#exact
november	نوامبر	november	#exact
now	نو	الان	now	#exact
ntesab	انتصاب	انتساب	#exact
nyazhaye	نیازهای	#exact
o0n	اون	#exact
oct	اکتبر	#exact
october	اکتبر	october	#exact
of	آو	of	#exact
office	آفیس	office	#exact
oftadam	افتادم	#exact
oftadast	افتادست	#exact
oftade	افتاده	افتاد	#exact
oftadeh	افتاده	#exact
oftadeid	افتاده‌اید	#exact
oh	اوه	#exact
ojagh	اجاق	#exact
oje	اوج	#exact
ok	اوکی	باشه	ok	#exact
omad	اومد	#exact
omadd	اومد	#exact
omade	اومده	#exact
omadeh	اومده	#exact
omid	امید	#exact
omidvaram	امیدوارم	#exact
omidvram	امیدوارم	#exact
omidwarem	امیدورام	#exact
omisho	امیشه	#exact
omoomi	عمومی	#exact
omram	عمرم	#exact
omran	عمران	عمرا	#exact
omre	عمر	#exact
on	اون	آن	#exact
onae	اونایی	اونا	#exact
onaei	اونایی	#exact
onam	اونم	#exact
oncall	آنکال	#exact
one	اونه	#exact
oni	اونی	#exact
onja	اونجا	#exact
onjast	آنجاست	#exact
online	آنلاین	برخط	online	#exact
onmoghe	اون‌موقع	اونموقه	#exact
onshaba	اون‌شبا	اونشبا	#exact
ontoori	اونطوری	#exact
onvan	عنوان	#exact
onvane	عنوان	عنوانه	#exact
oo	اوو	#exact
oo	او	اوو	#exact
oomad	اومد	#exact
oomadam	اومدم	#exact
oomadan	اومدن	#exact
oomade	اومده	#exact
oomadeh	اومده	#exact
oomadim	اومدیم	#exact
oomadin	اومدین	#exact
oomadio	اومدیو	#exact
oomado	اومدو	#exact
oon	اون	#exact
oona	اونا	#exact
oonam	اونم	#exact
oonhaa	اونها	#exact
ooni	اونی	#exact
oonja	اونجا	#exact
oonjaa	اونجا	#exact
oono	اونو	#exact
oontaraf	اونطرف	#exact
oonvar	اونور	#exact
ooonam	اونم	#exact
open	اوپن	باز	Open	#exact
optimization	اپتیمایزیشن	Optimization	#exact
or	اور	یا	or	#exact
org	ارگ	#exact
organo	ارگانو	#exact
oskol	اوسکل	#exact
osoolan	اصولا	#exact
osoolgara	اصولگرا	#exact
ostad	استاد	#exact
ostadam	استادم	#exact
ostade	استاد	#exact
otaagham	اتاقم	اطاقم	#exact
otaghamo	اتاقمو	#exact
otaghim	اتاقیم	#exact
otaghimo	اتاقیمو	#exact
otoboos	اتوبوس	#exact
otobosa	اتوبوسا	#exact
otobose	اتوبوس	#exact
otobus	اتوبوس	#exact
oumad	اومد	#exact
oun	اون	#exact
ounam	اونم	#exact
ounvaght	اونوقت	#exact
ovordam	اوردم	#exact
ovordi	آوردی	#exact
oza	اوضا	اوضاع	#exact
ozvi	عضوی	#exact
pa	پا	#exact
paadeshahe	پادشاه	#exact
paak	پاک	#exact
padideye	پدیده‌ی	پدیده	#exact
paeen	پایین	پائین	#exact
pagamo	پیجمو	#exact
page	پیج	صفجه	Page	#exact
pagesh	پیجش	#exact
pak	پاک	پک	#exact
pakestani	پاکستانی	#exact
pakhsh	پخش	#exact
paki	پاکی	#exact
palang	پلنگ	#exact
palidi	پلیدی	#exact
pam	پام	#exact
panjereham	پنجره‌هام	#exact
papa	پاپا	#exact
parallel	پارالل	موازی	parallel	#exact
parasite	پارازیت	#exact
parastoo	پرستو	#exact
pardaziye	پردازی	پردازیه	#exact
parde	پرده	#exact
pardeye	پرده‌ی	پرده	#exact
pare	پاره	پر	#exact
parishab	پریشب	#exact
parishan	پریشان	#exact
parishooni	پریشونی	#exact
park	پارک	#exact
parsal	پارسال	#exact
parsal	پارسال	#exact
part	پرت	#exact
party	پارتی	#exact
parvaz	پرواز	#exact
parya	پریا	#exact
pas	پس	#exact
pasandet	پسندت	#exact
pasesh	پسش	#exact
pashe	پشه	#exact
pashimoon	پشیمون	#exact
patoogh	پاتوق	#exact
payane	پایان	#exact
payani	پایانی	#exact
paye	پایه	پای	#exact
payeam	پایه‌ام	پاییم	#exact
payeh	پایه	پای	#exact
paytakhte	پایتخت	پایتخته	#exact
paze	پز	#exact
pegham	پیغام	#exact
peida	پیدا	#exact
penhoon	پنهون	#exact
performance	پرفورمنس	کارایی	performance	#exact
permanent	پرمننت	ماندگار	permanent	#exact
persian	پرشین	#exact
pert	پرت	#exact
pesar	پسر	#exact
pesare	پسر	#exact
pesaroonaro	پسرونرو	#exact
peyda	پیدا	#exact
peydash	پیداش	#exact
peydat	پیدات	#exact
peye	پی	#exact
peygham	پیغام	#exact
peyma	پیما	#exact
peymooneh	پیمونه	#exact
pezeshki	پزشکی	#exact
phone	فن	تلفن	phone	#exact
photo	فوتو	عکس	photo	#exact
piade	پیاده	#exact
picasa	پیکاسا	#exact
pichidam	پیچیدم	#exact
piish	پییش	#exact
ping	پینگ	#exact
pir	پیر	#exact
piremarde	پیرمرد	#exact
pirmard	پیرمرد	#exact
piroz	پیروز	#exact
pish	پیش	#exact
pisham	پیشم	#exact
pishe	پیش	#exact
pishemoon	پیشمون	#exact
pishet	پیشت	#exact
pishnahadati	پیشنهاداتی	#exact
pishraft	پیشرفت	#exact
pishrafte	پیشرفته	پیشرفت	#exact
piyade	پیاده	#exact
please	پلیز	لطفا	please	#exact
pm	پی‌.ام	pm	#exact
pofak	پفک	#exact
pofioz	پفیوز	#exact
pofyooza	پفیوزا	#exact
pola	پولا	#exact
pole	پول	#exact
polo	پلو	#exact
polopaze	پلوپز	#exact
pong	پنگ	#exact
pool	پول	#exact
poole	پول	#exact
poolesho	پولشو	#exact
poostam	پوستم	پستم	#exact
pooste	پوست	پوسته	#exact
por	پر	#exact
poraz	پراز	#exact
pore	پوره	#exact
porn	پرن	porn	#exact
porojeye	پروژه‌ی	#exact
portable	پرتابل	قابل حمل	portable	#exact
poshte	پشت	#exact
poshtesh	پشتش	#exact
poshtkar	پشتکار	#exact
post	پست	#exact
postam	پوستم	#exact
poste	پست	#exact
posteshoon	پستشون	#exact
postet	پستت	پوستت	#exact
postetoon	پستتون	#exact
power	پاور	قدرت	power	#exact
print	پرینت	چاپ	print	#exact
prirozesh	پریروزش	#exact
privacy	پریوکی	پرایوسی	#exact
private	پرایوت	خصوصی	private	#exact
pro	پرو	#exact
professor	پروفسور	#exact
profile	پروفایل	profile	#exact
proje	پروژه	#exact
project	پروجکت	پروژه	project	#exact
projectam	پروجکتم	#exact
qabli	قبلی	#exact
qesmat	قسمت	#exact
quiz	کویز	#exact
ra	را	#exact
raaham	راهم	#exact
raahnamaa	راهنما	#exact
raame	رام	رامه	#exact
raazist	رازیست	#exact
rabtesho	ربطشو	#exact
rad	رد	رعد	#exact
radio	رادیو	#exact
radioactive	رادیواکتیو	#exact
raeesam	رئیسم	#exact
raeesame	رئیسمه	#exact
rafigh	رفیق	#exact
raft	رفت	#exact
raft	رفت	#exact
raftam	رفتم	#exact
raftan	رفتن	#exact
raftane	رفتن	#exact
raftanesho	رفتنشو	#exact
raftaresho	رفتارشو	#exact
rafte	رفته	#exact
rafti	رفتی	#exact
raftid	رفتید	#exact
raftim	رفتیم	#exact
rafty	رفتی	#exact
raghm	رغم	#exact
raghs	رقص	#exact
rah	راه	ره	#exact
rahat	راحت	#exact
rahattare	راحتتره	#exact
rahe	راه	#exact
rahi	راهی	رهی	#exact
rahim	رحیم	#exact
rahimi	رحیمی	#exact
rahmatollahe	رحمت‌الاهه	#exact
rahnamaii	راهنمایی	#exact
rahnamaye	راهنمای	راهنمایه	#exact
rahnamee	راهنمایی	#exact
raje	راجع	#exact
raje	راجع	#exact
rajebe	راجع به	راجبه	#exact
ranande	راننده	#exact
ranandehe	راننده	#exact
range	رنگ	رنج	برد	range	#exact
ranginkamane	رنگین‌کمان	رنگینکمان	#exact
raoof	رئوف	#exact
rap	رپ	#exact
rar	رر	rar	#exact
rashti	رشتی	#exact
rasman	رسما	#exact
rast	راست	#exact
rastaye	راستای	#exact
rastesh	راستش	#exact
rastesho	راستشو	#exact
rasti	راستی	#exact
rasty	راستی	#exact
ravabete	روابط	#exact
razist	رازیست	#exact
real	رئال	ریل	واقعی	real	#exact
refigh	رفیق	#exact
refigham	رفیقم	رفیقام	#exact
refighamam	رفیقمم	#exact
refighame	رفیقمه	#exact
refighamo	رفیقمو	#exact
refighet	رفیقت	#exact
register	رجیستر	ثبت‌نام	register	#exact
report	ریپرت	گزارش	report	#exact
reporte	ریپورت	#exact
resad	رسد	#exact
research	ریسرچ	پژوهش	research	#exact
reshte	رشته	#exact
reshteye	رشته‌ی	رشته	#exact
resid	رسید	#exact
residam	رسیدم	#exact
residan	رسیدن	#exact
residim	رسیدیم	#exact
reza	رضا	#exact
riazi	ریاضی	#exact
riazye	ریاضی	ریاضی یه	#exact
ridam	ریدم	#exact
rikhtam	ریختم	#exact
rikhtane	ریختن	#exact
rikhtim	ریختیم	#exact
rings	رینگز	#exact
ringtone	رینگتنه	rینگتن	#exact
rish	ریش	#exact
risheie	ریشه‌ی	ریشه	#exact
riske	ریسک	ریسکه	#exact
ritm	ریتم	#exact
rize	ریزه	ریز	#exact
ro	رو	#exact
rob	رب	#exact
robert	رابرت	ربرت	#exact
romo	رومو	رمو	#exact
ronaldo	رونالدو	#exact
roo	رو	#exact
rooberoo	روبرو	#exact
rooberoom	روبروم	#exact
rooh	روح	#exact
room	روم	اتاق	room	#exact
roosh	روش	#exact
rooye	روی	#exact
rooz	روز	#exact
rooza	روزا	#exact
roozaa	روزا	#exact
roozam	روزم	روزام	#exact
roozaye	روزای	#exact
roozayee	روزایه	روزایی	#exact
rooze	روز	روزه	#exact
roozesham	روزشم	#exact
roozhaaye	روزهای	#exact
roozi	روزی	#exact
roshan	روشن	#exact
roshane	روشنه	#exact
roshani	روشنی	#exact
rotbe	رتبه	#exact
rou	رو	#exact
rouz	روز	#exact
royahamo	رویاهامو	#exact
roye	روی	#exact
roz	روز	رز	#exact
roza	روزا	رزا	#exact
rozbeh	روزبه	#exact
rozhaye	روزهای	#exact
rozname	روزنامه	#exact
ru	رو	روی	#exact
ruhi	روحی	#exact
ruye	روی	#exact
ruzi	روزی	#exact
sa@	ساعت	#exact
saalam	سلام	#exact
saat	ساعت	#exact
sabado	سبدو	سبد	#exact
sabke	سبک	#exact
sabkesh	سبکش	#exact
sabr	صبر	#exact
sad	صد	#exact
sade	ساده	#exact
sadegh	صادق	#exact
sadeq	صادق	#exact
saeat	ساعت	#exact
saeed	سعید	#exact
safar	سفر	#exact
safarian	صفریان	صفاریان	#exact
safe	صاف	سیف	مطمئن	safe	#exact
safheye	صفحه‌ی	صفحه	#exact
sag	سگ	#exact
sage	سگه	سگ	#exact
sahar	سحر	صحر	#exact
sahario	سحری‌و	سحری	#exact
sahm	سهم	#exact
sahme	سهم	سهمه	#exact
sahne	صحنه	#exact
sahneye	صحنه‌ی	صحنه	#exact
saieash	سعیش	#exact
saite	سایت	#exact
saket	ساکت	#exact
sakht	سخت	ساخت	#exact
sakhtane	ساختن	#exact
sakhte	ساخته	سخته	#exact
sakhtemoon	ساختمون	#exact
sakhtemoone	ساختمونه	سختمونه	#exact
sakhttarin	سخت‌ترین	#exact
sal	سال	#exact
salam	سلام	#exact
salamat	سلامت	#exact
salamati	سلامتی	#exact
salame	سلام	#exact
sale	سال	ساله	#exact
salegi	سالگی	#exact
saleh	ساله	#exact
salem	سالم	#exact
saleme	سالم	سالمه	#exact
salet	سالت	#exact
saligheye	سلیقه‌ی	سلیقه	#exact
sallam	سلام	#exact
sama	سما	صما	#exact
samsung	سامسونگ	#exact
samte	سمت	#exact
san'at	صنعت	#exact
san'athaye	صنعت‌های	#exact
sandwich	ساندویچ	sandwich	#exact
sanginiye	سنگینیه	سنگینی	#exact
sanie	ثانیه	ثانی	#exact
sanyo	سانیو	sanyo	#exact
saqfo	سقف‌و	سقف	#exact
sar	سر	#exact
saraki	سرکی	#exact
saram	سرم	#exact
saramo	سرمو	#exact
sarapa	سراپا	#exact
sarasari	سراسری	#exact
sarbaze	سرباز	#exact
sardard	سردرد	#exact
sare	سر	#exact
saresh	سرش	#exact
sareshon	سرشون	#exact
sareshoon	سرشون	#exact
saret	سرت	#exact
sareton	سرتون	#exact
saretoono	سرتونو	#exact
sari	سری	سریع	#exact
sarih	صریح	#exact
sarma	سرما	#exact
sarmaye	سرمایه	#exact
sarmayegozari	سرمایه‌گذاری	#exact
sarnevesht	سرنوشت	#exact
saro	سرو	#exact
sarvare	سرور	#exact
sarvaremoon	سرورمون	#exact
sarvari	سروری	#exact
sarvenaz	سروناز	#exact
sarvy	سروی	#exact
savaresh	سوارش	#exact
say	سعی	#exact
sayamo	سعیمو	سایمو	#exact
sayatam	سایتم	#exact
saze	سازه	ساز	#exact
se	سه	#exact
searchamo	سرچمو	#exact
security	سکیوریتی	امنیت	security	#exact
seda	صدا	#exact
sedaash	صداش	#exact
sedaaye	صدای	#exact
sedahaye	صداهای	#exact
sedam	صدام	#exact
sedamo	صدامو	#exact
sedash	صداش	#exact
sedasho	صداشو	#exact
sedato	صداتو	#exact
sedaye	صدای	#exact
sedayee	صدایی	#exact
sefareshe	سفارش	#exact
sei	سه‌ای	#exact
seire	سیر	#exact
send	سند	ارسال	send	#exact
senin	سنین	#exact
sep	سپ	سپتامبر	sep	#exact
sepanlou	سپنلو	سپانلو	#exact
september	سپتامبر	semtember	#exact
serat	صراط	#exact
seri	سری	#exact
serooz	سه‌روز	#exact
servatmandtarin	ثروتمندترین	#exact
server	سرور	server	#exact
service	سرویس	service	#exact
seshanbe	سه‌شنبه	#exact
session	سشن	جلسه	session	#exact
set	ست	مجموعه	set	#exact
setareh	ستاره	#exact
sevomemon	سوممون	#exact
sewed	سوئد	#exact
sex	سکس	رابطه‌ی جنسی	sex	#exact
sexi	سکی	Sexy	#exact
shaadi	شادی	#exact
shab	شب	#exact
shabakehaie	شبکه‌های	شبک‌های	#exact
shabaye	شبای	#exact
shabe	شب	شبه	#exact
shabhaye	شب‌های	#exact
shabi	شبی	#exact
shabihe	شبیه	#exact
shad	شاد	#exact
shadi	شادی	#exact
shadid	شدید	#exact
shadidan	شدیدا	#exact
shadimoon	شادیمون	#exact
shadmehr	شادمهر	#exact
shadmehr	شادمهر	#exact
shado	شاد	شادو	#exact
shadtar	شادتر	#exact
shahr	شهر	#exact
shahre	شهر	#exact
shahreshon	شهرشون	#exact
shahrzad	شهرزاد	#exact
shahrzado	شهرزادو	#exact
shahzadeh	شاهزاده	#exact
shak	شک	#exact
shakhsiatesh	شخصیتش	#exact
shakhsiatesham	شخسیتشم	#exact
shakhsiatesham	شخصیتشم	#exact
shakhsyat	شخصیت	#exact
shakhsyati	شخصیتی	#exact
sham	شم	#exact
sham'ha	شمع‌ها	#exact
shamo	شمو	شمع	شمع‌و	#exact
shan	شان	شن	#exact
shanbe	شنبه	#exact
shanbeh	شنبه	#exact
shans	شانس	#exact
shansam	شانسم	#exact
shanse	شانس	#exact
shansiroo	شانسی‌رو	#exact
sharghi	شرقی	#exact
sharhe	شرح	شرحه	#exact
sharik	شریک	#exact
sharm	شرم	#exact
sharmandam	شرمندم	#exact
sharmande	شرمنده	#exact
sharmandeh	شرمنده	#exact
sharto	شرطو	شرط	#exact
shayad	شاید	#exact
shayadm	شایدم	#exact
she	شه	#exact
shedate	شدت	#exact
sheer	شعر	#exact
shekan	شکن	#exact
shekaste	شکسته	#exact
shekasteh	شکسته	#exact
shekl	شکل	#exact
shekle	شکل	#exact
shemord	شمرد	#exact
shenakhtanam	شناختنم	#exact
shenava	شنوا	#exact
shenid	شنید	صحنید	#exact
shenidam	شنیدم	#exact
shenidamesh	شنیدمش	#exact
shere	شر	شعر	#exact
sheresh	شعرش	شرش	#exact
sherkat	شرکت	#exact
sherkataye	شرکتای	#exact
sherkate	شرکت	#exact
sherkatesh	شرکتش	#exact
sherkati	شرکتی	#exact
shero	شرو	شعرو	#exact
shid	شید	#exact
shikami	شیکمی	#exact
shila	شیلا	#exact
shim	شیم	#exact
shima	شیما	#exact
shishe	شیشه	#exact
sho'oor	شعور	#exact
shod	شد	#exact
shodam	شدم	#exact
